category,text
Positive , Innum one week trending la tha irrukanum
Negative , Oonkala ennaku pittikoum but romba thabana time la movie vittuthinka
Negative , Sathiyama solren!!!adichu underwearoda voda vitruven.pona manam thirupi varathu
Positive , Semma mass ahh iruku padatha release pannunga pa Wait panna mutiyaala
Mixed_feelings , Bahubali 2 Vs   2.0🤣🤣 Rajamouli.  Vs  Shankar Maragatha mani Vs A.R.Rahman
Positive , Super  super  super  rajani  mass ssssssssssssssssssssssssssss
Positive , Again again trailer pathute commands padikuravanga oru like podunga
unknown_state , Any PIGIL PANS... HIT LIKE....
Positive ," Evana pakka Chinna paiyan marri irukkan ,,,,,,F*** girl"
Positive , Climax music kekkumpodhu appdiye goosebumps start aagudhu.... thanks Yuvan Annnnnnnnnnnnnna
Mixed_feelings , Pura aloga Chinta dhara ro cinema eta ku oscar trailer aka mili jiba kotha
Positive ," Thala king, getha vaa thala un rasikargal irukkanga"
Positive , Trailer link ah  Therinjavanga ellarukum share pannunga fans
unknown_state , Anna nuvvu kottu super hit Ikkada andhraaaa Helo bros hit like here
Positive , Hit like for Action King Arjun Sarja.
Positive , Thalapathy fans yaaru nkp trailer pakka vantheenga
Positive , This is remake of pink hindi flim .... bigg boss abirami ka badhila tapsee ya vey potrkalam
Positive , #Neraiya  #Neraiya #Neraiya  #Neraiya #Neraiya  Thadava paathavunga #Like Pannunga #Bss
Mixed_feelings , Phaa... Ithukey ipdinaaaa... Namba thalapathy ku epdi irukummmmm... Verithano verrithanooo
Positive , 794k likes first remake trailer getting this likes
Positive , Vijay sethupathi ma ma mass da....
Positive , Screen play veramari iruku yedo iruku idula
Positive , More than 20 times paathavanga mattum like pannunga..
Positive , Rajini Rajini tha style style tha......
Positive , Wow ...... Ye kadavula parthuta .. Yeppo periya screen la pappanu marana waiting
Positive , Apdila nadakkathu nadakka kudathu lovely THALA
Positive , Suyama sindhika terinja ovoruthanum super hero mass ya yo?
Positive , ayyo chance ah illa.. thalaivar acting pudusu pusa irukkupa... vera yaarukum indha madri settagadhu.... adi poli... merattitinga
Positive , Last dialogue  its true.... Thala superb
Positive , en thalaivan..engal thalaivan .nija vaalvilum avarai paarthavudan en kastangal panjai parandhu poividukiradhu..
Positive , Bgm ah enna da panni vachi erukega yelathuku semaah
Positive , Love u thalaaaaaaaaaaaaaaaa..... acting vera level Thala
Negative , Kola Gaandula irukken mavane odiru.. Phaah Dialogue delivery chancey illa..
Positive , rajini fans from Telugu states like here
Positive , Guyz support #2.0 India's pride
Positive , Views kammiya irukku yellaru parunga like pannunga...20m views avathu varanum...1m like varanum
Negative ," Yaar Enna sonnalum ,Thala dhaan mass. Inga neraya Peru Namma Poola Umbarathukune varanunga"
Positive , All d best from all Kannadigas....
Positive , Hollowed level la iruka rompa ethir pakkalam Vikram acting vera level
unknown_state , Kalyani priyadarshan.. nammada kochine oru like adiche....
Positive ," Hindi la amitabku fight illa, Tamil Ajith ku la fight irruku"
Mixed_feelings ," Ennada iron man elam vararu enya ildila pantringa ha ha ,,,"
Positive , Thala  oda lawyer acting ah pakka waiting ya..
unknown_state , Last BGM IS DANGAL.  DANGAL  SONG
Mixed_feelings , 100k like masss thala va va va va enum va
Positive , ajith fans kaaga dhan last dialogue.....
unknown_state , We want this movie in telugu
Negative , Dai antha vijay cmku aasapaduran .Aana en thala eppayumae mass da .
Negative , Adei.. stop begging for likes... Idiots..
Positive , Thala fans anaivarum oru like podunga
Positive , Namata kadu iruntha eduthukiruvanunga Namata Kasu iruntha pudingikiruvanunga Ana padipu mattum nammakitta irunthu eduthakavemudiyathu............. Powerful dialogue
Negative , Yenda Thalapathy fans poole nereya peru umburinge
Negative , Hahaha poi bigil trailera paarungada🤭 vetti payalugala.
Negative , amaiku sangu confirmed adai Siva ha ha ha apidiye Feb odi poidu .. Illa 10 paisa paaka maata
Positive , Deiii movie eppa da waiting laye veri aaguthu
Negative , Thalaivan Verothanam Start Panntaru...Indha Diwali Nammaldhu Thalaivaa
Positive , Oruthar mela irukura visuvasathuku innoruthara yen asinga paduthiringa i think intha dialogue ellam fans kum suit agum
Positive , Sema pa trailer...inum neraiya neraiya neraiya neraiya thadava paknum pola iruku...!
Positive , Thalaivaaa . . .. . . marana paa... .. . .
Positive , Amithapbachan padattai rajiniku piragu tala panrattu eppadi nenaikkiravanga like podunga
Positive , Semma  THALA   veera  leveal   THALA
Positive , Padam nalla irukum yenna siva direct seiyala  aapppadi
Positive , GREAT FILM   BEST DIRECTOR   WELL ACTOR   MASS PRODUCTION
Negative , Aiyoooo intha manusanuku unmaiyave age enna nu therila pa epadi irukaru Thalapathy fans verithanam
Positive , 6 la irunthu 60 vara RAJINI RAJIAYAM.....
Negative , movie unlike adikunnadhu enthinanennariylla kandavarkkariyam movie ethra thrilling anennu
Mixed_feelings , Ippo sila paithiyanga like or comment nu kelambi irukumea
Negative , Ithu padam mathiri illa graphics mathiri irukku
Positive , Rajini nale mass than pa
Positive , Dhanush + Vetrimaaran + GV
Positive , Mrg elunthathum bathroom pohama pakravanga like podathinga.. Poi velaya parunga..
Positive , thirunelveli enga thala yoda kotta daa
Negative , Ena da trailer ye mokka pundai ya iruku
not-Tamil , Haa bhai kidr gye vo log jo bolre the teaser ghatiya hai iska VFX faltu hai issss flimmm ke
Positive , Trailer maranna mass  thalaivar therika vidrarruuuu
Negative , I hate v... s...  Iron man kill it v... s
Positive , Rajini  sir Teaser Super.. indha pongalukku Petta than gethu....I like this Flim
Positive , Yaru padam vanthalum varadum thanush Anna padam vanthale tamil nade miratdum by thanush veriyan
unknown_state , Sivakarthikeyan Telugu fans like
Positive , Telugu dhanush fans hit like here
Positive , Rajini super star next c m 2. 0  pe Super
Negative , Rajini tha mass vj ajith lam tusu
Positive , Semmma maasss.. Thalaivar style.. .. Super thalaiva.. 🤘🤘
not-Tamil , You kena tunggu lebih lama lagi untuk tosai...
Positive , Dhanush vatri maraan fans like it
Positive , 0:26 & 2:18 Goosebumps... Onre Onru Mattam... Thalaivar... Rajni
Positive , semma mass great Shankar sir super star rajini great
not-Tamil , Kabhi kabhi to lagta hai south waalon ki language sikhlun.
Mixed_feelings , Our super hero siva anna forever
Mixed_feelings , Intha acting ku thala ku Oscar award kadaikum
Positive , Endha trailer  time sollamatte 200 time melle pathavange mattum like podunge
Negative , Nee enna captain America va ?
Negative , Bigil  Kaithi Yar yar 2 padathukume waiting
Positive , H VINOTH  macha u athukkum mele
unknown_state , dislike because of rajini speech in thuthukudi
Positive , G. V. Neenga music mattum pannunga thevaillama hero va nadikkathinga
Positive , Thalaiva  Makkal selvan Annan
Positive , Ajith fans innum naraya naraya naraya trailer paakkanum...
Negative , Sammaya iruku!! Thalaya indha maari role la pakka dha nalla iruku romba naal kezhichi
Positive , #Yuvan Shankar Raja# Raja mean king .. you are the real bgm king  #Bgm Vera Vera Vera level yaa#
Positive , bgm terikkuthu ghibran   from 1:05
Positive , Semma style mass rajini is rock
Positive , Appadaaa... Oru wela Thala Fans Siva kita irundu thappichitanga.. 🤣🤣🤣🤣
Positive , Orutar mela visuwasam kaaturathukage innurature yen asinge paduturinge... semmmmmaaaaaa
Positive , Neraya Neraya Neraya Neraya kola mass thala
Positive , *tha.. VERA level...!  Saavardha irundhaalum Poraadi saavanum... Kaal la vizhundhu Saaga kudaadhu..!!! GOOSEBUMPS dailogue
Positive , Kaidhi oodha poran da vijay ku bhigilu va va va sanghu
Negative , Last dialogue semma  karthi Anna .... Nala panirukenga ....
Positive , Itha trailer Ku dislike pannuraven girls ku against ta irupan pola.... You mom also girl..
Positive , Theme pathutu thaan again paaka vanthan thala ya
Mixed_feelings , Enna Da Hindi a paarthu trailer I kooda copy adichi irukaanunga
Mixed_feelings , padam vera level hit aagum nu solravanga hit like here
Positive , Balaji shaktivel fans like ah poduga
Positive , Oruthar mele visvasam kattathukkake innoruthare yen asinga peduthirenge
Negative , appo visuvasam  lolzzzzz rombo pavam ajith lolzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
Positive , savuratha irunthalum sanda pottu savanum sir payanthu kal la vilunthu sava kudathu sir... super dialogue
Negative ," Dislike potavangala *tha neengala manusangala ,"
Positive , Fight scenes &  bgm vera level nu soiluravaga ................
Positive , Asuran vettai aramam marana mass
Negative , Kamarajar ayya va tholvi adaiya vaitha tamilnadu thana ongkaluku last vara oru nalla thalaivar kuda vara mattan da
Mixed_feelings , The word vera level thalaiva unaku vayase agadha paaaa
Negative , Kola kandula irrukam veral level mass thalaiva
Positive , Ivaruku Intha vaisula agathu pola... Omg wattta a man thalivaaaaaaa
Negative , Thalapathy 64 kkaa vanthu intha trailer pathavanga vijay fans like podunga .........🤞
Negative , Vagina fanskala savunkada... Thalaivar Kodi parakura edathula Vera Evan kodida parakum
Positive , Nee va thala eppavum unaku viswasama irupom... love you thala
Positive , Aiiiii Black Sheep Ayaz  & kutty munji !! semme  ! valthukal
Positive , 1st tym ungaal ipdi pakro Thala 🤘🤘
Positive , Nerkonda parvai...  Sema sema sema trailer
Positive ," en cmnta evanum mathika porathula,so nice.."
Positive , Enagada ipdi padathula marana katu katirukinga
Positive , congrats chiyaan Anna I m thala fan
Positive , Yenna da last seen ha phone la potrite mode la yedutha maari irruku
Negative , Bollywood wale yaha hagne na aye
Positive , Vera Vera Vera level!!!!!!  Umma!!!
Negative , copy bgm ...to malayalam film oppam
Positive ," omg, Indian filmmaking is so embarassing xD"
Positive , Petta padam vettri pera Thalapathy rasigargalin valltukkal.. Endrum vettriye todarum..
Mixed_feelings , Mass thailava bgm Vera level and dialogues semma
Positive , Wow thalaivaaaa Vera Leval Teaser  Awards Eduthu Vaikadaaa Asuran Vararuu
Positive , Maranam dance thalaiva u r great
Negative , Enda en deivatha dislike pandringa thevudiya pasangala.yaru sottula manna pottaru . savungada prostitute pasangala
Positive , Thalaivar pongal begins 🤘🤘 petta paraak
Positive , Thalaivaa kola mass Vera leavel
Negative , I don't know Tamil but I like Rajini. Super style.
Mixed_feelings , Kola kandula irukan movanaeee kollama Vida matan
Positive , semmmaaaaa massssss trailer a summa verithanam.
unknown_state , Anyone still watching in may 2019?
Positive ," Pink 73k likes only... But, NEER KONDA PAARVAI......AWESOME...."
Positive , Dhanush vera maari idhu veri maari
Negative , Yanada....last la... Bigil ku ... Reply pana..maari irukayy 🤣🤣
Positive ," Sivakarthikeyan Anna real fan's her like ....,"
Mixed_feelings , THALAIVAAAA  VERA LEVEL YA
Mixed_feelings , Nice 🥰🥰🥰... But rekka... Sindupath Mari irukama iruntha seri
Positive , Last word in Malay 'you kena tunggu lebih lama lagi untuk tosai'
Positive , Morning lindhu trailer pathuttu yavalo comment like pathutte erukravange like podunge
Positive , Dialog : க‌ல்வி mattum yaralum nammata eruthu aaduthuka mudiyathu.. Vera lvl
unknown_state ," vera level thala, en channel ku oru sub podunga thala veriyarkala, ungaluku kodi nandrigal"
Positive ," thalaiva unna paathona uyir poiyudichu...yenna Mazz,yenna class,yenna style...RAJINISM CONFIRMED"
Positive , Thalaivar      Veraaaaaaa level
Negative , Family yoda padam parka mudiyathu pola.....
Positive , Thala lookku sema mass nu soldravanga mattum oru like podunga
Positive , Wow semmaya iruku sk anna fans hit
Positive , Peeta best or visuwasam best peeta best na like pannuga visuwasam best na dislike pannuga
Mixed_feelings , pongalukku  petta paraak thaan thalaivaa back with bang
Positive , Omg thalaivaar pandey erukaraa vera level la eruku padam
unknown_state , Petta  poteringala anna end lover kanti please anna
Positive , Shraddha shrinath fans from Karnataka hit like here.....
not-Tamil , Hindi me kab release hoga plz comment
Positive , tvaivaal aaaa aaaaaa vera level tvaivaal aaaa
Positive , Vera level Trailer  thala pola varuma  luv u thala .....
Positive , Rajini Sir and Nawaz Bhai! Can't wait!!!!!
Positive , Indha padam KGF vida semaiya irrukunu ninaykiravanga like podunga
Positive , Ennaa daa sedhukki vechirukkeenga frame by frame...
Negative , After a long time Thalaivar look...yeppaa...semmaaa...  Vere leaveldialoge vere leavel  anirudh bgm vijaysethupathi..mass total.. petta.... kola mass...doiii...
Positive , Kola kandula irukan mavane kollama vidamatan hit like hera
Positive , Trailer merala aticithookuthu ellar vayil veralavaikuthu
Positive , Bgm na idhan bgm. Yuvan on
Positive , Rissing Star SK eppavum Trending Star
Positive , Awesome  Rajni na summa va
Mixed_feelings , unmiyana Thala fan like a potutu po
Negative , Suyama sinthika therinjavan than MANITHAN. .....super hero illa sk. Ni seekrama  anchoring ku again vara pora..
Positive , Super Shankar Sir Rajanikanth Sir All The Best Movie Team Waiting Movie From Pawankalyan Fans
Positive , தலைவா  Vera level Tha podra vediya
Negative , Paavam sk Anna last movie nalla pola intha movie hit aaganum ragavendhra swamy Kita vendikara
Mixed_feelings , Yow.. editor trailer yeh mukkavasi story solitiyeya...
Positive , Sona time la trailer gethu bigil uuhhhuuuu sangu oothaaa
Positive , I'm vetrimaran fan padam semma irukkum
Positive , Massss vera level  ASURAN Panthayam adikum
Positive , Dhaush Nadipuku Intha padam Theeni podum nu ninaikuren
Negative ," Padam trailer mooka, padamum waste Insulting amitab  Poi sethu thola da ajith sunni"
Positive , Really super epdiya ivlo irku 37 days la mudicha
Positive , Action king mass hero   1990s kids yarelam avanga solunga avaru mass ahh illaiyanu
Positive , Bgm sounds like Va modhi paru theme from Nerkonda paarvai..
not-Tamil , Albod galbod tolvad eeafhta fsadi bangsudsev tonytwag fortesgte
unknown_state , Telugu lo kuda release cheyavachhuga machha
Negative , Vjs poda iron man ah keduthavane loosu
Positive , pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka
Positive , Thalaivaaaaaaaa.. pakka mass. Invincible style samrat
Negative , Bgm like nkp theme va modhiparu🤔🤔
Negative , 32K Like Potavan Silukku Mavan
Positive , Click like botton  Still repeat mode from 6pm
Positive , #என்றும்_தலஅஜித் #NerkondapaarvaiTrailer Crossed 11 Million Views.
Positive , Vera level mass mass ajithkumar
Positive , Ippadi  neraiya neraiya neraiya neraiya ....
Positive , Rajini screen la  semma jore ah irukaru super
Positive , Padam Raava irukkum pola  best of luck Thanush
Positive , Thala rasigan in vayalur pudhunagar SHACKARSH
Negative , Vfx pathi ippo pesungada Hollywood sambranigala
Mixed_feelings , Final dialogue  for both Thala & Thalapathy fans ku solirukaru pola...
Positive , Marana mass trailer....... Trailer na ippadi irukanu
Positive , Challenge summa therikavidapothu Chiyaan fans like pannunka
Negative , Shankar sir we want anniyan 2
Positive , I'M WAITING SANKAR ANNNA NEXT ANNIYAN 2 DIRECTOR SHANKAR CHIYAAN VIKRAM FANS VERY SOON ATHUKKU ME LA
Positive , Vera Vera Vera level. Thalaivar maaaassss
Mixed_feelings , Movie fullaa night la mattum shoot pannittanga pola...🤔
Negative , Dislikes podura thevidiya kandara oooooooli pasangala
Negative , Ghibran pundaya vitta ungalukku vera aale kedaika laya da.
Positive , NORTH OR SOUTH KGF IS THE BEST!!
Positive , SK Anna  sema Mass
Positive , Nalla thana da iruku..  yendaa veembuku nu dislike panringa..
Positive ," Malaysia Tamil fans waiting for Kadaram Kondan movie Chiyaan Vikram, Kamal Haasan fans hit like here"
Mixed_feelings , Inspector gadget movie pakkura pola iruku
unknown_state , Waiting waiting waiting super star rajini kanth sir first days 4 time pakka waiting
not-Tamil , Har bar alag look yr ohsame only one man Vikram
Positive , THALA semma MasSs Girls mukiyamana movie  don't miss
Positive , Ethu vera vera vera vera  level trilore
Mixed_feelings , Good luck from THALAPATHY fans kerala
Positive , thalapathi nadichaa veru sura Aana danush nadichaa asuraa da varuvaaru paaru
Positive , Superbbb Rajini 20 years Boy  telugu lo kuda Kavalli
Positive ," Nanum padipa eduthukalanu patha.Mandala yeramatengudhu, correct dhanush sir"
Negative ," Makkal : Rajini padam nadikiradha niruthu, illaina un dowser'a kilichi ammanama vitruvom, Maanam pona Arasiyal side'aey vara mudiyaadhu paathuko"
Negative , Enna elavu da idhu .... indha karumathuka 500 kodi
Mixed_feelings ," Vikram, Surya, Dhanush... Ivanga moonu perukum oru hit theva paduthu 🤪🤒🤒🤒🤒🤒"
Positive ," VIJAY SETHUPATHI POWER  19 VIEWS BUT,,,,,,,,,,,,,,,,,,,,,,,,, 185 LIKE"
Positive , Looks like hollywood James Bond... Movie. And vikram sir u r da best one in our tamil industry...
Mixed_feelings , adapaveegala ipdi nadikura manushana vachu flopah kodutheengalada .  ajith sir pls  choose new directors
Negative , Thalai ku thalai poora Neraiya Neraiya Neraiya romdha Neraiya neracha mudi irruku
Positive ," Kaadu iruntha eduthukuvanunga, kasu iruntha pudungikuvanunga, Ana padippa mattum orthankitta iruntha  edukka mudiyathu dialogue vera level"
not-Tamil , Mm mm kr kr haa ha ha haaa  haiyoo aiyo
Positive , Ipa enna panna porom... Viral Aaka porommmmmmm
Positive , No actor can replace like rajni sir
Positive , Wow   Super Star  RajiniKanth Fan's  like Vesukondi   ట్రైలర్ అదిరింది
Mixed_feelings , Vera level  la iruku  . . .  Inga konjam payama than iruku  . . Accept
Positive , Tamil shankar.. Hindi rajkumar hirani...Telugu raja mouli... R tge best
Positive , Nala eruku nalatha eruku adaaa nalathayea eruku
Mixed_feelings , Sweet sapda porom pongaluku  Petta parak
Positive , Thalaaa  u r  great
Positive , Teaser super nu solra thalapathi rasikarkal like pannuga
Positive , Vera level ..after long time  sk fans
Positive , R.I.P Enai Nokki Paayum Thotta
Mixed_feelings , Climax scene la kan kalangunavanga like pannunga
Negative , Raashi khana va mokka pannidhadinga Nevetha pethuraj heroine na pottu .appuram padam flop dhan
Negative , Pandee pesum pothu.. Thala ukkarra sangi pundannu solliruntha weight ah irunthurukkum
Negative , Awesome movie shot I like this
Positive , 2019 hig thriller movie .. king maker Ajith kumar..
Positive , 6.7 M views and  681k likes
Positive , Finale dialogue ella fans kum porundhum
Positive , Yuvan thala rasikar like therikka viduka
Positive , Like hit superstar rajni kant sir  Akhsay sir and shanker sir  Like hit
Negative , Namaku yadhuku indha tava illadha vala...  Mr. Ram...
Positive , Hindi me dub huyi hai kya
Positive , Dhanush acting verithanam nu soldravanga like panunga
Positive , Thalaivar Marana Mass ATB..pppaaaa...no words to say... ayyo...ayyo... wow... hmmmm...
Positive , Thala da Kolla mass Nkp Trailer
unknown_state , Ennangada cmnt full ah ...matha state aalunga tha irukkangavjs
Negative ," Eppothum nambe than likes kude,, dislike kum nambe than kude"
Positive , Mass iruku eppo entha padam varum I love u vikram
Positive , its just like a hollywood movie.wow
Positive , Evan sonnadhunnu theriyala tamilanukku talant paththathunu.....always Tamil people talented
unknown_state , 2020 oliymbic india gold varuma silvar varuma parunga.
Negative , Hollywood level la padam kettavanga lam... பாருங்கோ பாருங்கோ
Positive , Kappan veda  VARA LEVEL movie da Indian Bruce Lee dhanush Anna
Mixed_feelings , Sivakumar - Sketch (promo) andha hospital ku illa 2.0 ku
Positive , Yen Anne yen ipdi pannitiye release panradhu konjam kuda solllame che
Positive , My god power star Pawan Kalyan remakes this movie .....jai power star jai JANASENA
Positive , Good  morning  Thala fans.... Trailer semma ya irukunu..... solluravunga hit like.......
Positive , Ppa Vera level veri yerutu idhu than marana mass
Positive , Andha old style inumm Konjam kooda Pogala ...Apdiyae irkuu ya
Positive , Valthukkal enrum thalapathy rasikan samayan MADURAIkaran
Positive , Thalaiva Rajini sir fans hit like
Positive , Pink padam paathuthaen hd print irruku yaaruku veanum
Negative , Karthi thevidiya magane nee ellam edhuku da cinema industry irukka pooi thooku pottu sagalam da intha pollapukku
Positive , Real life HERO SIVAKARTHIKEYAN.. ippo Reel life la yum HERO aagitaaru
Mixed_feelings , Ithella ennada hollywood pado enga aalu siva etuthaaru paarraa vivegam pado athu maari oru pado ungalaala etukka mudiyuma aa
Mixed_feelings , Oru thar Mela viswasam kaddurathukka ka enni oru thaingaala eathukku Asikingaa padduthiringaa ...#Nkp
Positive , I love sivakarthikeyan  Sivakarthikeyan fans like pannunga
Mixed_feelings , Sweet super ra  eruku thalaiva  Tirupathi Thalapathy fan
Positive , Ninga arjun fan ah iruntha oru like podunga
Mixed_feelings , U1 rock but 1.05 irumbuthirai bgm maathurie iruku
Negative ," Enda itha trending la podala, somberi Youtube pasangala"
Positive , October maasam Kala kattum pola asuran & bigil
Positive ," verithanam maxx , dislike pannavangellam yarunu ellarukkum theriyum, burnol"
Negative , Kamalah kanu aprm endah perah munadi podringah?
Positive , *Kajal  Fans Subscribe *
Positive , Ayyyo thalaialva Vera lvl confirm ellaflrume RAJINIFIED
Positive ," Thala un padathukku verithanama kaathirukkirom ,makkalaagiya nangal,iam waiting this movie thala."
Positive , Reached 10m views superb Thala always mass Vera level enum neraya neraya neraya neraya neraya .
Negative , Ayoo vanthuruvanga Ithu like panu athuku like panu nu 🤐🤐
Positive ," Thanks karthik sir...annamalai part 2 parthamathiri iruku..rajini sir spped, cute ness, mass...chance ah illa...thanks karthik subburaj..."
Positive , Die hard Chiyaan Vikram Fans nu Like adikkan olla comment..  Love from Kerala..
Positive , Padam pattaiya oda pokuthu ellarum ready aakikonga thalaivar thalaivar thaanya
Negative , enna achchi sakar sir no good
Positive , Like potutu video potavanga yar yar...
Positive , Heroine illatha oru moviea .appa semma hit thaan.
Positive , Last walking moment mass ah iruku
Positive , Sasikala K  mass  thala
Positive , namma kitta iruthu padipa mattu yeduka mudiyathu chidambaram
Negative , Its going a blockbuster....  deepavali powlikkum..
Mixed_feelings , Enga da trending la varala .. Youtube ???
unknown_state , I am thalapathy fan neenga parunga neenga tha win panna poringa  I am waiting to thalaivar movie Petta paraakkkkkk
Positive , Iam surya fan but i like trailler awesome trailler..തല സൂപ്പർ ആയി
Positive , Thala thaanda eppavume gethu meethi ellaarum waste
Mixed_feelings , sam c vikram vedka thema vidamaatru pola irukku.
Positive , Intha movie la yaru hero ???
Mixed_feelings , Ajith sir act like amitabh in pink
Mixed_feelings , 2017 dec-velaikaran -block buster.  2018 dec-kanna-hit.  2019 dec-hero block buster..  like frds
Positive , Some 1 : Intha mathri ponungaluku ellam ipudi thaan nadakum   Thala : nadaka kudathu ...!!!
Mixed_feelings , Parkathukku munnadiye pottathu nan mattum thana....?
Positive , ஐயயோ நீ நல்லாயிருக்க - semma cute. idha repeat modela pathuketta iruken
Mixed_feelings ," Kabali, kaala.. idhellam success pannaliyaa!! Adey madiri kattayam indha mokka padattitum vetri padamakkuvom"
Mixed_feelings ," Padayappa, badsha, muthu padangalin varisayil petta paraak Thalaivaa trailer kadaisila kali oda attam super intha pongal thalaivaroda pongal"
Positive , PETTA pongal Da Thalli Nilunga Kosuvasam BOYS
Positive , ippo enna panna porom? sweet sapda porom
Positive , Kola gaandle irukken kollame vida mate.. Thalaivaa..!
Positive , Valimai varatum  enge attam adule paapingge
Negative , I am chitti...... Reloaded... Version 2.0
Negative , 1 million likes vara matignkitheeee so sad
Positive , Kaidhi vere leval.... bgm mass mass massssssssssssss
Positive , Idhaanda thala......🤩🤩 Kadaisiya ennai arindhal la parthathu...
Mixed_feelings , I wonder Why dis video s not trending ???
Negative , Iruku.. Oru nalla comedy padam waiting la iruku. SK🤣
Positive , മലയാളി ഉണ്ടോ ഇവിടെ Namakku thevayanatha namma than adichu vaankanum
Positive , Get to 1 million likes fast please.
Mixed_feelings , Vera Level  Look THALA 🥰
Positive , This is Thalivar padam .....marana mass u u u u u u u ........
not-Tamil , Kaayam vena aari irukkalam but vadu innum marayala- i'm hardcore iron man fan
Positive , Nammaku thevayanatha namma than adichi vanganum...
Positive ," 74 K comments , 820 K likes....."
Positive , டே YouTube 2 days enkada iruntha....fraud.....
Positive , Makkal Selvan nu solradhuku badhil makkalin Selvan nu sollalaam
Mixed_feelings ," Pigay pans be like....pink movie dubbing daw daw daw..,🤣🤣🤣🤣🤣🤣"
Positive , Dislike potavanaga nenga irukara varikum nanga inum mela mela poovm da Thala daaa
Positive , ungaluku vaiyasagala...solli 15 varusam irukum....rocking thalaiva....
Negative , Entha padam velangathu da nasama poidum da
Positive , Vadivelu styla sollanumna Engada inga iruntha phona kaanom
unknown_state , Please dub to Kannada language Vijay setupathi sir....
Positive , Oru manushana azhichudalam...avanukku vacha silaya odachudalam - Ana avanudaya sindhanayum sithandhayathayum azhikka mudiyadhu - absolutely that’s Gandhiji
Positive , Vere vere vere vere vere vere vere vere vere vere level..............
Positive , 0.18 thala name  0.33 thalaivan u1...
Negative , nalla iruntha enga thaathaa intha trailer ah paatha udane sethutaaru ini  padam edukadha da baadu paiya
Mixed_feelings , Dr vaseegaran dan villain ah ?
Positive , Valimai trailer likes target 3 million
Mixed_feelings , Padam mokka ya than irukum but thala nadichathunala inum nalla varum Tamil la so nerkonda parvai konjam support panunga
Positive , Paarka dhana poora indha kaali ooda aatatha waiting
Positive , thirunelveli thala fans oru like podunga
Positive ," Wow gripping trailer, but ajith sir beard konjam korachu irukalam"
unknown_state , Padam full ahh night la eduthurukanga poola
Mixed_feelings ," Enaku vfx teriyathu aana, vfx terincha aalu ippadi pannalaama"
Positive , Thtr la inaki paka porvanga Mattum like pannunga
Positive , Pongal’uku “Sweet Sapda Porom” all Thalaivar Veriyans...
Negative , Wishes from nadippin nayagan Suriya fans
Positive , Semma masss...ithuvaikkum annnane ippadi paathathe illa
Negative , Oru vela Dunkirk theme ah thaan BGM ah Eduthu GV panrupaaplayo..!!🤔
Positive , OMG   Marana Mass old rajni settai
Positive , Bro vetrimaaran dhanush Anna than gethu solravanga  like podunga 🤔
Positive , Vijay Sethupathi & Anirudh ivangalukkaka like
Positive , Oruthar Mela irukura viswasam katratgukaaga aduthavangala yen asinga paduthuringa ...
Positive , ENPT... Vena... ASURAN... Venum...  Which... One... Like...?
Mixed_feelings , We need In Kannada as well..Dubb in Kannada too
Mixed_feelings , Trailer lan nala than iruku ana padam paka than bayama iruku
Positive , THALAIVAR FAN SK KU WISHES THALAIVAR VERIYAN
Mixed_feelings , After Muthu padaiyappa.. Aprm Rajini sir thuruthuru acting paakura  maathiri iruku osm trailer waitingggggggggg
Positive ," You kena tunggu lebih lama lagi, untuk tahu saya. Damn Chiyaan sir speaks Malay man. We love you sir"
Positive , Thalaivar vera level. Mass mass mass marana mass.
Positive , Graphics sari illa nu solrathukune oru gang suthum parunga
Positive , Nan tha 1 st like vera level anna
Positive , Trending 11 la irukku adhuthu yenka irukkumo theriyala thala fans support pannukaa trending kondu vangaa plse
Positive , very differen look waiting for movie
unknown_state , Waiting for darbar trailer  from kerala
unknown_state , trailer eh bayangarama iruku!! padam semma sambavam panna poguthu pola!! keep rocking Lokesh_kanagaraj and crew!!
Mixed_feelings , Sarr  wow  super  super  movie   kartik sar
Positive , Oruthane Yaaro Rajinikanth ahm  Marana Kaatu Kaatrarune Other young Actors ku   *tha S-U-P-E-R-S-T-A-R da
Positive , kola khandula irrukka magana Mariana mass
Mixed_feelings ," Oruthar mele neengge viswasam kaatradhukaaga, innoruthare yen asingga padutharingge? Mass thala nee!!"
Positive , 1.38 paaa enna Aadi.. Thala vera level..
Positive , Namakku thevaiyana tha namma thaa adichu vaanganum 0:37 tharam
Positive , Maas maas maas  thalaivar on track . Paakathaneporeee
Positive , Vera level la iruku DHANUSH sir maranam bgm Bayagarama iruku
Positive , Vaa thala Vaa thala unakkaga thaan ulagamey waiting
Positive , Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala
Positive , Remake ku meaning theriyamey pink movie oda copy nu katharitu erukanunga anils
Positive , enna elavu da ithu  ......
Mixed_feelings , Yesterday movie paathutu trailer paaka vandhathu yaaru
Mixed_feelings , Padam 300c nrathu unmaya yarachom sollunga
Positive , Innum 1.3k like reach aagala quick ah Thatti Therika Vidunga Pangaalingala..
Positive , Superrrbbbb bayya pakka black buster movie
Positive , #Superstar Rajini  biggest fans like here
Positive , Thilavaaaaaaaaaa.......
Negative , Trailer mokka da ajith kelatu payale
