category,text
Positive , Kidukkii mammukaaa kidukii odukathe mass bgm
Positive , Ente ponno pwoli super raju etta lalettan
Positive , pwolich.... onnum parayanillaaa.... katta waiting....... ikkaaa.........BGM oru rekshayum illaaa
Positive , Katta waiting 28  FDFS  SON OF DEVIL
Positive , Adaaar adaaar adaaaar what a trailer it was damn
not-malayalam , Mamangam Trailer  Goosebumps guaranteed
Positive , Thirakk koranjittu padathinu pokam ennanu vicharichath. But trailer kandath muthal FDFS sure
unknown_state , Laalettan fan aaan.. ennaalum ee padam Oru vijayam aakanam enn agrahikkunnavar like adiche
Positive , Nte ponnnikkkka ingal njgal fansin oru oyivum tharillley
Positive , Kitti njangalak njagade aa pazhaya lalettane thirichu kitti
unknown_state , 4 M views aayonne nokkaan vannavar undo???? 🤔
Positive , Ithokke cheyyumpo mamookkakku
Positive , iyalith verthe parayuvaan puthumukha samvidhayakan aanenn
Mixed_feelings , degrading illel manyamaayi odiyekkavinna movie anennu thonnunnu!!
Positive , Ravle 7.30.k eneete pade repeat adich kanunnavark othukoodanulla sthalam
Positive , Triple strong aane makkale rajayum rajayude pillerum
unknown_state , thrissur aano oral must aaan aaarennu parayaaamoooo.....
Positive , Sunny chechiye Kannan vannavar Eveda onnu like adukku.
not-malayalam , L for Lal.... L for Lucifer!!!
Positive , AGE is A just number  pakka herooooo
not-malayalam , I like madhura Raja trailer.so I make a version of Lionel Messi using Madura Raja trailer
Positive , Kidukkachi  ...katta waiting 4 Pooram....vijil polichu
unknown_state , August 8akan mutti nilkkunnatuu njan matramanoo????
unknown_state , Ithill vineeth sreenivasan aayirikkum negative role.. Nokkiko..
Positive , Love u lalettaaa ... prithviraj
Positive , ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM
not-malayalam , 2M oh god after 10 hour a go
unknown_state , Rajayude mel Stefen vijayichenn karuthunnavar Like
not-malayalam , Mohan Lal big fan Bangalore waiting srinivasa theatre s.g palya
Mixed_feelings , Trailer kidukki.but screen ratio kuranjath kond vallatha irritation thonnunnu
Positive , Padam kandavarude pradhana preshanam endhennal...     Veendum veendum padam kanan thonnum  addicted! L
Positive , Mamangam keralathinte maathram charithramayi nilanilkenda onnalla.. ee dheerathayude kadha lokham muzhuvanum a ariyanam
Positive , E padam polikkum allee  mammookkaa fans nammakullathaaanu e padam
unknown_state , 1:58 ' Vaada ( വാടാ) Ho  Goosebumps.....
unknown_state , Trailer kandittu dquntea Instagram  post kandappo ..dqi vayazyapolea thonnanu ..mammukkaaa🥰🥰🥰🥰
not-malayalam , Yaarupa ne indian no 1 mass actor
Positive , last le aa idi ntammooo Range saanam
unknown_state , Prithviraj sukumaran  fans come here
not-malayalam , Koi hindi me bhi bol do
Positive , Bb sure... katta ikka fan.. fdfs locked
Positive , polichu kidu bgm suspense niracha kidilan trailer
unknown_state , Ikkakk Happy birthday parayan vannavarr adikk makkale like
not-malayalam , you guys dub in kannada we are kannadigas always support good movies
Positive , Lalettan paranjakond vannu kandu istappettu like adichu pokunnu
Positive , Aduta 200 Cr club movie for lalattan
Positive , Huge support kanaum alla lalettan fanail ninum.
not-malayalam , Die hard  Mohanlal Sir Sir
Negative , Kollam. Short film polend. Vere vallo panikkm po man
unknown_state , Inghakk prayam 68ann ??? Prayam verum akangall enn thelikunna nadana vismayam
Positive , Marana mass lalettan fan aanennu parayumbol abhimaanam..
Positive , Romanjifikation katta waiting lalletan fan dubaiiiiiii
Negative , Madhuramilatha raja ettadi mari ith item vereya LUCIFER
unknown_state , 10 million ayannu nokkan vannavar arokke und ivide
Positive , #mamangam 2019 It will be an epic. Mammukka uyir
not-malayalam , Happy happy happy happy birthday ikkaaaaa...clean entertainer loading
Positive , 10 l kudutal tavane kandavar arokke und
Positive , Bro full support rock man allel
unknown_state , Keep watching trending list 1il akkanam
Negative , Aaaro paranj cheyyipikunnadh pole  rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh
unknown_state , Mammookka fans like ivde Adi makkale
unknown_state , Ith hang ano.. kure neram aayit views il change ilallo
Positive , Ente ponno our reksha illa ...  Nammade ettan powlichu
Mixed_feelings , Trailer KOLLAM KOLAMASS ... PAKSHE  KAANAN ORU SUKAM ILLA.... VELUTHAKANAMAAYIRUNNU
Positive , Oru onnonnara item varunnundu ready ayi ko makale...luving mammookka..
unknown_state , 17k views - 123k likes is this hacking 🧐
Negative , Ee padam  mammootyiku  kodukanam  ithilum adipoli ayirikkum    Pakshe  ivide mandatharam sambavichu  kashttamayipoyi
unknown_state , 7 അടിച്ചല്ലേ Na thalayallada...  Thalayedukaravandaaaaaa.....  #Neduballi stephen
Positive , Ikka polichu movie Si Mani sir
Positive , Lucifer  Lalettan polikkumm Kerala Abhimanam Lalettan
unknown_state , Nanjankotta ennu ee film nu per idaamayirunnu
Mixed_feelings , petr hein ellam same stunt style anu..luciferil ayale vaykathirunond karymay
Negative , Trailer varunnathin munne chila fansukaar dislike adikkunnund. Viewsum koodilla dislikum aakum.
Positive , Ntikkaa ingal age 67 aano atho......off myaarakam...ummmaaah
Mixed_feelings , Evideyo KGF orma varunathu eniku matramano!! 🤔 Music aano...story oralde maranavum villan marde ennavum.. entho..
not-malayalam , iss movie ka naam hii galat rakha haii lucifer means shatin illumnatis ka pujari
not-malayalam , SLR pubg boys like  here
Positive , 90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla
Mixed_feelings , Evidayokkayo oru aada movie touch thonniyathu enikku mathram aano
Positive , Padam kanidit trailor kanan vanna arelum undo padam heavy 100 % mass entrtainer rajuetta.. Muthe
Positive , Kolla mass trailer  By lalletan fan
Positive , 152k views in 38 minutes 107k likes. Lalettan magic
not-malayalam , Wow mamo fans tamilnadu i am waiting🤗🤗
not-malayalam , Once king is always king mammookka
unknown_state , 19k views & 134K likesum 🤔 Ente mobile mattan time ayi..
Positive , Ethu polikum njanumanta family realsinta annu thana pokum
unknown_state , Trailor kandu kazhinjavar ini e Kerala cafe channeliloot varika
not-malayalam , I am a biggest ikka fan
not-malayalam , Good work done by dop ..
Positive , Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan...  പ്രിഥിരാജ്
unknown_state , Enthinaa chettaa ingane thala vetti vekkunnath . Mammukkante thala vallavanteyum kazhuthinu mukalil vekkumbol
unknown_state , Darmajan fans like   ad I makkale
unknown_state , Maraykkarum mamangavum oru pole kaathirikkunnavar like
not-malayalam , Madhuraja 1hr 50k  Lucifer 17 min 80k 🥀
unknown_state , sunny chechi fans like adi
Negative , enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa
unknown_state , All the best From a katta ettan fan
Positive , Trailer vere level last 30 seconds no reksa
unknown_state , Prayam koodumthorum Actionum Pulimurugan pinnil avo?
unknown_state , Ee trailer 10il kooduthal thavana kandathu njan maathram aano?
Positive , Lucifer ....
unknown_state , Tickets edukkan chaver akendi varoonna thonnunne
Negative , Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai
unknown_state , Introduction scenil ulla aale manassilayavar undo
Positive , malayala cinima ellam hollywood level ayo oh my god
Negative , Trailor kandappil padam pottumennu urappayi
Positive , Oru vayassaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu
Negative , Eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arummilla
unknown_state , Njan padicha school. Alla lalettan padicha school
unknown_state , Pritivraj army kannan vannnavar adi like
not-malayalam , John Abraham pallakkal fans hit like
unknown_state , Ee maha Ravanane Anganyonum othukan patilla Sideeqe
Negative , teaser vanapo nala pratheksha ayirunu trailer athu kalanju
Positive , Mass kaanikkan lalettante kazhinje ullo aarum annum innum
not-malayalam , O D I Y A N
unknown_state , Ith kanditte IDI orma vannath enikku matramano??
not-malayalam , Ola pola cola bola  *Mataka gatka satka Kya bol re baap*!!🤣🤣
Negative , Kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty
unknown_state , Manju chechiye kaanan vanavar evide like
Positive , ennum eppozhum...... ikka ore pole..... double strong
Positive , E movie  super hitt urappa
Positive , Pwoli... By a katta lallettan fan
Positive , Egane ulla movie kal kaanan aanu ellavarum waite cheyunath
Positive , oh my god this is superbbbbb
not-malayalam , Madhura Raja 100cr Tribute Video    Like.. subscribe
unknown_state , Once a raja always a raja
Positive , Pwoliiiiii mammookka oru rekshem illa.. Best wishes
unknown_state , Appo bilal ee idakkonnum varulle Happy birthday ikka
Positive , Classum massum cherna oru onnonnara item
Positive , Oru yugam bharicha chakravarthiyude randam udayam
not-malayalam , Mohan Lal depicts the best gangster i've ever seen in Hollywood or Indian movie.
Negative , evannkk onnum vere pani ille poyy pani nokk ikka
Positive , Maarkam.... Trailer kandittu bayngara expectations aanu... Movie adu keep cheyyyanam..
unknown_state , Ith kollaaaam....kanda ooodayp trailer ne kalum ok far better...hiy avanee daiwamee...thall kuranj
unknown_state , Trailer kaanunna policekaare come one everybody!!
unknown_state , Madhura Raja Theme 8D Bgm  and share A katta mammuqa fann..
unknown_state , Vivek Oberoik dub chaiythirikunath nammade Vinneth chettan aanalo
Positive , Ikkaa fansinu hridhayathil sookshikkan.... Hatersinte annaakkil kodukkan... 2num pattiya item thanne aanu ith...
Positive , ഇക്ക മാസ്സല്ല മരണമാസ്സാ ...   Abrahaminte Santhathikal Kidu Status Video     Max
unknown_state , Ith ini Telugu padathinte dubbing anoyennu thonniyath enik mathramano?
Negative , 14k dislike adicha oolakalk naduviral namaskaram
unknown_state , Enthanavo ee 256 windows kunjappanmar ....
not-malayalam , What a look mamooka. Love from srilanka  TAMIL FAN
unknown_state , Prithviraj Fans Like Adikkan ulla Comment
not-malayalam , Auto like  16k views 79k likes
Negative , Ith dislike adicha polayadii makkalkk kunna namaskkaram
unknown_state , Innu november 21 e divasamavan ethra kathirunnu inni december 12nu kannam
Positive , Ikka da makale set traler nxt hit for ikka 4 ina row now
Positive , Ente ponnooo marakam iyyyoooo goosebumps  Kathirippinte kolamass trailer  Poli kidu kidolokidilan
Negative , Ithinum dislike adikkunnavar enth kanditta enne ariyilla..
Negative , Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund
Positive , Malayala sinimayile ore oru rajav ikka muthan
not-malayalam , ALL THE  BEST LALETTAN & TEAM.........
unknown_state , Late ayappo excitment koodyavar like adi
Positive , adipoli trailer . waiting madura raja
unknown_state , ettan fans ibdee common
Positive , Trailer kidukki  By a lalettan fan
unknown_state , Madhura Raja yil Madhuramaya Rani sunny chechi ne kaanaan katta waiting cheyyuntavar undo..?
Positive , Ettanta aniyanmarude vaka all the best ... ikka oru rakshayumilla
Positive , Idakkidakk vannu romaanjam kollunnavar like adi
not-malayalam , OMG megaaaaa Massssss. ..ikkkkaaaaaa outstanding. ....Ikkaaaaa and the bgm rocking
Positive , Ente raju etten mwthanne......rajuvattente aa voice mathi .....pinne onnnum venda ...
unknown_state , car enu eragi nadakunath kandapol Bilal ena orma vanath enik matharam anoo
Positive , Lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka.... Verukendath sankikale mathram.....🤗
Positive , Katta waitinggg....  lalettaaaaaaa.... Luv u so much..
Negative , Ayyo 11 vare wte  cheyyanamalloo
Positive , Madhraraja  ith ikkem ikkade pillerum pwolichadakkum
Negative , Fanbasil maathram movei kaanunnoraavum dislike cheythu negative aakkunne avarkkente naduviral pranamam
Positive , Powlichu Lalettan and Rajuvetttaaa 🤝🤝🤝🤝 thudangalle Tcr vedikkettu !!
not-malayalam , Tamils always like mammooty as like lalettan
unknown_state , Entammmoooo... Lalettaaannn fan here.......... Hnmmmmmm......  Ithu Pani aano???
Negative , ONKV ood neeraliii kandam vazhiii Ikka marana mass
Positive , Enii adeyude ideyude veddi purraaam........apppo pakalla 12 theatrl.....uff
Positive , Teaser kandu pradeekshayokke poyatharnu
Mixed_feelings , Prakash Raj Ullatu kondu chelappo hit aavum
not-malayalam , A like like to sorry to god     (y)  -_-
unknown_state , Promo kand kili poya le njaan
unknown_state , Njan mathram aanoo comments vaayikkan viindum trailer edukkunnee
Positive , 6.30 muthal kaathirikkukayaayirunnu  1st comment idaanulla bhagyam...ee Onam pwolikkum
unknown_state , Ettan fens undo undel edh pever aayi
not-malayalam , Sunny and ekka.. fans like here...
unknown_state , 53 55 sec repeat aduchu kandavar Evde like
unknown_state , Abinayan ithihaasam nammude mammooka yude katta fans likkikooo
Negative , Ithokke dislike adikkunavare kale vari adikkanam
Positive , 10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam
unknown_state , Arokke 0:21 bigil first look kando
Positive , Prayam koodundorum soundaryam koodunna ore oraal.. Mammookka
Positive , Cinima kando kidu
Negative , Dislike adikuna olikal ellam odd kadam vazhi
Positive , Thaliyvaaaa      Ikkaaa vara level pwolichu
Positive , Spr     ikkkkkaaaaaa
unknown_state , Idhinde teasern verum 50k like ullu
unknown_state , 1:07 iyalde kaalu vetiyathalle 1st partlu ....
Positive , Koode Nilkkunnavark Chunk Kodukkum 🤩🤩 PULLU GIRI 🤡🤡🤡🤡🤡
unknown_state , model schoolil padicha lalettan ille ee cinemayil
not-malayalam , 4 million views  lalettan  power
Positive , BEST WISHES TEAM  Abrahaminte Santhathikal
Mixed_feelings , Sorry to say. Odukkathe kali aakathirunna mathiyayrunnu.
unknown_state , Urumi valum adhu Pande mammukeke paranjedha
unknown_state , Kanji edukam samayam aayiee come on guys
Negative , Enthanavo manju warier kanumbol oru deshyam
unknown_state , Innale 9.30n kandu 154k aayrunnu views  Now....
unknown_state , Mastar peace um idupolokke thanneyanu makkale
Negative , ലാലേട്ടൻ പ്രിത്വിരാജ്   22K dislike vannenkil urapicho arkokkeyo kuru pottiyitund...  padam sure hit...
Positive , 10 - 30 kollathe charithram ariyaan aayi..  katta waiting cheyyunavar ..... KERI... LIKE ADIKKADA MAKKALE.......
Positive , Onnil kooduthal trailer kandavar undengi ibide comeon....
Positive , Ente ponnoooooooooooo nammude sontham ichaka mamoookkaaaa ummma cinima kanan kothiyakunnu
Negative , Padam flop aavm Enna Kaaryathil oru doubtum illa....
unknown_state , ella ikka fan kand  nokku
unknown_state , Mammuka Massan parayunavar like cheyyuga
Positive , No words Pwolikkum waiting By DQ Fan
not-malayalam , Love from utter pradesh mohan Sir
Negative , Lalettante adutha pottapadam...Laletta ithokke mathiyakkan aayinnu ...Please
Negative , Nty amoooo kunjalimarakaar 9 alla  oru pulikutti ayirunu Lal sir nigal samsarikubool Chiri varunu
Mixed_feelings , Ith baghamathy moviede kadhapolund ..  Anushka unnimukundan movie
unknown_state , Ikka fans come and like lalettans fans comment
not-malayalam , Super ra Iruku  By Tamil nadu STR fans
Positive , Charitra cinema aano nayakan mamooka allae vere aarundundu abhinayikkan
not-malayalam , 31 miniute lucifer  200k views 2 hour madhura raja  80k views
unknown_state , 1:35    iruttath  oru  kallan
Mixed_feelings , Ith kelkumbo kilichundan mambazam orma verunnu
unknown_state , ithu kalakkum adi makkale like ee rajayude pillar strong kaanich kodukk....
Negative , 17k dislike🤣...mamunnifans kurupotty  ..  Rajuvettan oru prasthanam aanu...
unknown_state , Lalettan  fan Aya entea Ella ashamasakalum
Positive , Pandam kandathinju shesham vanavar ethra perund pwli padam uff
Mixed_feelings , Comadey aguuum  realse aytuu paryaaam
Positive , Vere Level...... Trailer pwoli......  Bgm katta mass....
Positive , All the best ettan fansinte vaka ikkaykhe
Positive , 100 kodi clubil kayariyathinu shesham arokke vannu
unknown_state , Ithu Simple  AICP anu CPIM(hero) DVP anu BJP(Villain)  Tovino varum DVP Kare urutti kollum   Climax AICP election  jayikkum.....
Negative , Oru kaaryam manasilaayee..paandi rajayum 30 crore nedillaa
Positive , Ikkake katta support  aa mamakam hit Thane akum
Positive , Vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero
Positive , ഏട്ടൻ വേറെ levelaaa
unknown_state , Mamookkakk abhinayam ariyilla enn paranjal adhyam chirikkunnavar ivide like...
unknown_state , Madhura rajaye adichu potta kinattil itta stefen neduballi hajar hoom
not-malayalam , love from a diehard lalettan fan
Positive , Mamaangam valiya hit akatte  Lalettan and Thalapathy Vijay fansinte Ellavidha supportum undavum 🤗🤗🤗
not-malayalam , 100 crores? Madhura Raja or Lucifer comment please
Positive , Onam lalettan eduthu ennu parayan paranju
Positive , romancham ennokke paranja koranji pogum ....athukkum mele
Negative , Dislike adikkan vendi mathram vannirikunnavanmar orupad undalloo sahikanindavula kazhuverikalk
Positive , Ayo last aaa stund yente ponnu ikka
Mixed_feelings , Super  movie aanu but jai ne kollandayirunny
Positive , mamooka enn uyir  enn anbu enn singamda enn muth mani... 300crore adikum
Mixed_feelings , Trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath??
unknown_state , Katta ikka Fan's okke onnu like adichu pokke...
Positive , Padam vijayikkum  S&S COMBINATION WITH ROBOT
unknown_state , ഈ movie suppar hit akum എന്ന് ഉള്ളവർ like here
not-malayalam , One day 10 lakhs viewers ! 78k like 🤘
unknown_state , Enik matram ahno jishnu ragahvne pole nadane thoniayth . .RIP
unknown_state , Newer comment kanan vannavar like chey
unknown_state , kochi karan aya kunjali engane ee bhasha padichu avo :)
Negative , Maryathakku oru trailer polym irakaan arillaaayy
Positive , Heavy
unknown_state , Raja yude power kanichu kodukkande
Positive , Mass ennu paranja otta vakkeyollu ath mammookka!!!
Positive , Chetta Done... Deal... Wait... Trailer kollam ... massss
Positive , Superb & promising  trailer
not-malayalam , Happy birthday mammookkka... Love you sooooo much
unknown_state , Apppo hero aaranu?
not-malayalam , 70 vayasilum sema getha irukura mammooty Ku ho.....
Positive , Uyante mone.......!!!!!! Ith eeeeth lookkaa mammootty ....... Vere level.....
Positive , lalettan rocks  thanks rajuetta  LUCIFER loading
Negative , Pottum  bengaali look  IDGAF mon
Positive , Ikka ikka....ikka ikka ikka ....ikka ikka ikka ikka....ente ponnu ikka....marikilla ningale njn marikuvolam...
Positive , Suraj ettan vere level...  1:01  Soubin ikka pwolikkum 0:33
Positive , Mamangam Vismayathinu 5 naalukal mathram Katta waiting
unknown_state , Cinema kand kazhinjitt veendum trailer kaanan vannavar undo ivide
Positive , edakku vannu kanukayum viewsum nokkunnathum arokke mammookka
unknown_state , Usmaane....vegam vaarikettiperukkeda...theeyum pokem parapichond oru koottam varunundeda....
unknown_state , undayum illa oru andiyum illa.nammuk nammale ullu...uffff dialouge 🤩🤩
Negative , Ayye luciferinte aduth polum etheella.Luciferine pottikanonnum ponnilla.Lucifer trailer kandappam mone oruuuu romnjam aayirunnu.Ithenthooonu ayyyye....
Positive , idum kuudi 37 aamathe repeat adi
Positive , Entammoooooooo..enikku kanan vayyaye.....ente ettaaaaaaaaaaaaaaa...........onnum parayan thonnunilla.....njan sthabhichu poyiiii.........
unknown_state , Madhura raja kku wait cheytha lucifer fans like adi...
Mixed_feelings , urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super
unknown_state , Luciferine kaal madhurajaye ishtamullavar adiyada like..
Negative , Prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass
unknown_state , 1.34 seen ille prithviraj ninte face Pole thoununu
Positive , Achaayaan poliyaatto...   kolamaasss Kalki 🥰
Positive , Adipoliii padam....ellavarum must watch.....suraj oru rakshem illaa
Negative , Oh endhuvaadai idhokke aarkengilum dislike adikkan thono
Positive , Last aa chaadiyulla adi...   Athu screenil varumbolulla kaaryam
unknown_state , cinema premikalkkum tovino fansinum oru mass entertainment prathekishikkavo ichayooo karnam sadharana trailer vere padam vereah ipol
Negative , Not impressed  yenne kollale please manasilolladhu paranjanne olllu Suraj.jpg
not-malayalam , Happy birthday mammukka from mohanlal fans
Positive , Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best
Positive , Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar
Negative , enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann
Negative , Laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola Aa samayam 2 adipoli cinema cheyyan nok borayitund dialog
not-malayalam , Love you sir from vijay deavarakonda pavan Kalyan fans
unknown_state , Oru 18
Positive , Ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......
Positive , poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?
Negative , ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...
unknown_state , Ennem koode kootumooo nannayi abhinayikkam
not-malayalam , Tamil nadu la irunthu yaarlaam mohan lal kaaga matum paaka vanthinga oru like potu ponga
Positive , Parayan vakulkateetham  Paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi  Inne ellam kaalam parayum
not-malayalam , Prithviraj is not there in Madurai raja
Mixed_feelings , Dislike adichu tholpikan pattila makkaleaaa.. Lalettan oru rakshem illa... Prethviraj pwlichu... Katta waiting for 28th...
Positive , Ohhh ikkaaaa Enthane nigaleee mass kanichu kolluvo..... Love U And Katta waiting..... PDFs orapichuuu
Mixed_feelings , Sunny chechine kurachu koode neram kanikarnu
unknown_state , Trending 1 - Lucifer Trending 2- Narendra Modi  Ar jayikum??
unknown_state , Aju vargheese negatuve role aanen thonniyavar ondo
not-malayalam , Last 10 seconds raja solarthan seyyiuvan seyyaruth mattum than solluvaa🤩
unknown_state , Padam kandavarkku like aam Mass ka baap
Positive , Pwoli.. Keralathil kittiyillel telugil um hope ind
Positive , Ee mohanlal padam 150 crore clubil varatee
unknown_state , Ennalum ittimanide Chinese link endonnavum 🤔🤔🤔 Arkkengilum ariyamo ??
Mixed_feelings , Orupaad ishtaayi ee padam englm hit aaya mathiyenu
Mixed_feelings , Ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla... Padathil anaganills super..
unknown_state , E Assasincreed  te trailer 2019 lu knnunavr etra perund
unknown_state , Supr hit avumo?...enkil adiku macha like here
Positive , Ramesh ettante first padam oru feel good movie aayirunnu ethum angane aakum enn karuthunnu
Mixed_feelings , Dialog delevery shariyayilla.....act super aayirikkum mass lalettan
Positive , Dileepettan fans vaka best of luck
Positive , Ithe ikka polikkum ne thonane. Laletten fansinte vaka ore all the best
Positive , Romanjification enta ponnikka nigal vere leval Aanu...
Positive , Padam pwlikm...ikka oru rekshayum ellah.....Age Is just A Number......from A10 fans..
Positive , Njan vicharicha pole alla ketto...sambhavam kidukkiyittundu
Positive , Mamangam alla avante apppan vannallum eth vijayikkum
unknown_state , Mamangan istam anne poli anne pakshe njangal marakar fans anne
Positive , Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu
Positive , Otta vakkil paranjal vismayam mammookka ningal oru idhihasa taram tanne ennu veendum teliyikkunnu
Positive , LalettaN Poli 2 kg Potherachi Vangi Veetil Ponam🤩ഇട്ടിച്ചൻ
Negative , Mammunikal kuthiyirunn Dislike adikunund🤣🤣bloody patti theetams
unknown_state , Onnil kooduthal kandaavar ividea like adikk..nan.matram ano
not-malayalam , Varika varika sahajare ... listen old version
Positive , Entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys
Negative , Eee trailerinu dislike adikaaanum oru range okke venam 🤦‍ kashttam  Luv u ikka
Negative , Padam parama Koothara
Positive , Pwoli sharathe track mari mamagam 🤩
Positive , Ee cinima kannan athin oru name mathii .........S......... sunny
unknown_state , Aa chekkanu Jishnuvinte Chchaya  thonniyavar undo
unknown_state , Madhura raja Pokkiri raja  Rajadi raja Raja Manikyam Rakshasa Rajav
not-malayalam , At last superstar rajinikanth dialogue
unknown_state , edile chela police ne evideyo kandapole   vijayan sarkare anno
Positive , Ikka November 21 Ann oru puram thanne..pazhasiraja fdfs ormaverunnu..
unknown_state , Kerala police da Mavoist alla mavoistinte achane vare nammal adichodikumpinnalla
Positive , Thakarthu
Negative , ayyeeee.....ithenthu samsaram....slangue pattilla lelettanu ...... sadharana malayalam mathi aayirunnu....ithu nalla bore aayitund
unknown_state , Hang ayo
Positive , Ee varshatthe maraka mass padam kidu bgm
unknown_state , Ini katta waiting   Lucifer releasing day   Ettante fans like adikkeda
unknown_state , Kekan. Nalle. Sugam. Ingne.  Jeevich.  Nokk.   Pani.  Nalle. Kittum.   Ellla bagath. Ninnum
Positive , Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...
not-malayalam , 17K Views 112K Likes ‍ Youtube Are U Drunk🤣🤣
Positive , Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu
unknown_state , Mammoookkaaaa.... kidu mammookka irangiyappo pilleru sasi aayi..
not-malayalam , BGM Semma    from TamilNadu
Positive , Mamookka oru rakshayum illa kidilan
Negative , Mattoru china town aavathirunnal mathiyayrunnu.. nalla ooola trailer
unknown_state , policekaarante nenjath chavitti nilkunnath maathram kaanan theatril poyavar aarelum undo?
unknown_state , Lucifer trailer ethineka kuduthal repeat adich kandavar like adi
Positive , Police pwoli anallo...lal inte thirichu varavu...
Positive , face kanikkathe mass kanikkanamengil ikkakke sadhikku
unknown_state , Id kanditt bestt actor movie ormma vanna arenkilum undoo
Positive , onnum parayanilla mammoka superb bgm woww
Negative , Lucifer njngal randum kayyum neeti sweekarichu.. Marichu..   Matham parayunna sangikal keri dislike adukkuvaaa... Oru myrum nadakkulla.....
unknown_state , Mammookka athirappalli vellachattathinte munbiloode nadannu pokumbole romancham vannavar like adi
not-malayalam , Watch From  saudi. (Riyadh )
unknown_state , Arjun reddy bgm poole thonniyathu enniku mathram aano?
unknown_state , Odiyanekaal kooduthal kanji vendivarum lucifarine
unknown_state , November 21ode kore recordukalk oru theerumanamaakum
Positive , 0:28 - 0.33 athu ingerkkk matrame patttu... Sheriyalle.. :)
unknown_state , Njan youtubil new ana enn onnu support cheyumo pls
unknown_state , @ 0:26 - Kamal Hassan. 🧐🧐🧐
Positive , TRAILER KIDU
Positive , @vibin mangalassery
Positive , Madi idu madi laalletta  Ninga polichuuu
Negative , Dialog  bora ettan .saatha dilogu matre pattu .dileep .mammoka  dilogu suppera
Positive , Dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla So ente vaka oru
Positive , Pwloichu LaletTa ettaN anu njn  Terrible devil mass maranamass
Positive , Odiyante releasinginu vandi kathu nilkukyanu laletta
Positive , Mammokka Age 68 ....     NO WORDS
unknown_state , Settt
unknown_state , Dhaivathinte swntham naadu kidukkaachi
unknown_state , Prithviraj illenu manasilayi surajine kandillallo. Siddik thirichethiyitund.
Positive , Best Cinematography Kidilan Oru Rakshayum Illa
Positive , Oru kidilam bgmum songsum malayalathil kelkkanam gopi chettan sadakuzhanju ezhunelkkanam
unknown_state , 1:08  back groundile photo sukumaran sir .....lalettante appachan ...
Negative , Pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum
Positive , Ohh mamooka kalaki...Adipoli trailer... Best Wishes from Tamil Nadu.
Mixed_feelings , Padam kurachode dark theme aakayirunnu
Positive , njan katta llaletten fana ikka ettente pilleru koodu  ekkante pillerekkode aaagoshikkkan
not-malayalam , 1:20  Its not kannadan its kannadiga
Positive , Kidu trailer  by katta mammooka fan
Positive , Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan
Positive , Mammookkayude sound oru rekshayum illa pwolii
unknown_state , A10 nte mass kanan vannavar Addik oru   like
not-malayalam , 192K views
Positive , surajinte body transformation... ho... vere level nadan aakuvanello oro padam kazhiyumthorum..
Positive , ikka.......Trailer powli..  frm A10 fan
Positive , Trailer ittapozhekku dislike vannu athinu Artham avar ikkye pedikkunuuu. Love u ikkka
